main,id,temp,pressure,humidity,temp_min,temp_max,wind_speed,clouds,sunset,sunrise,clothing_advice
Clouds,818,16.6,1039.9,52.2,14.9,17.8,13.4,14.5,1704130288,1704094316,windproof_jacket
Clouds,801,16.9,1013.4,52.1,15.8,17.8,12.4,20.8,1704124811,1704097029,windproof_jacket
Drizzle,340,17.0,1020.9,82.5,15.2,18.9,8.9,22.4,1704142742,1704096361,light_jacket_jeans
Clear,876,30.5,1038.6,30.0,28.3,33.1,0.3,7.3,1704127556,1704094747,hot_summer
Clouds,812,21.2,982.1,63.8,19.7,22.0,3.4,54.2,1704141271,1704097460,tshirt_shorts
Clear,807,22.3,997.3,58.7,19.9,25.2,4.2,5.2,1704130126,1704097200,tshirt_shorts
Clear,888,-24.9,1010.9,64.5,-26.6,-22.9,10.2,4.0,1704142338,1704090120,extreme_cold_gear
Snow,609,-12.2,1004.1,57.7,-13.5,-11.2,13.7,74.5,1704127637,1704099568,extreme_cold_gear
Clear,812,30.4,1002.1,65.6,29.6,32.2,2.3,1.7,1704139838,1704091690,hot_summer
Clear,877,33.4,985.0,43.5,31.0,34.0,7.0,6.3,1704132757,1704094119,hot_summer
Clear,881,-7.4,985.3,74.1,-8.0,-5.9,6.6,1.5,1704139792,1704098148,warm_winter_coat
Clear,880,15.2,1031.7,66.3,14.0,17.5,6.0,9.9,1704140045,1704092685,light_jacket_jeans
Snow,697,-2.4,1001.6,59.9,-3.0,0.1,10.1,1.9,1704142374,1704093234,warm_winter_coat
Drizzle,356,15.7,1035.2,76.1,14.5,17.8,9.7,42.7,1704135502,1704093289,light_jacket_jeans
Clear,856,16.0,1029.3,84.9,13.9,18.1,3.0,3.6,1704126851,1704098549,light_jacket_jeans
Clear,895,16.6,982.6,53.3,14.4,17.3,9.4,5.7,1704140431,1704099295,light_jacket_jeans
Drizzle,394,-5.1,995.7,83.9,-7.9,-2.7,13.7,79.7,1704125712,1704096142,winter_wet_gear
Snow,692,-10.3,1009.9,60.7,-12.9,-9.0,2.4,94.1,1704140164,1704093078,extreme_cold_gear
Clouds,805,0.4,995.1,62.8,-0.5,1.9,8.8,10.5,1704137725,1704093428,medium_coat_scarf
Rain,523,9.7,1001.5,94.7,8.3,10.8,7.5,99.9,1704139233,1704095530,raincoat_umbrella
Clouds,898,10.7,1023.2,58.7,9.4,13.3,13.9,42.3,1704131611,1704094265,windproof_jacket
Drizzle,393,19.3,1023.9,60.1,16.6,21.1,9.3,22.2,1704127425,1704096131,light_jacket_jeans
Clouds,869,27.3,1003.3,67.2,25.2,29.0,4.7,37.6,1704140544,1704097970,tshirt_shorts
Clouds,896,12.1,996.1,55.8,10.3,14.7,22.4,94.2,1704138695,1704094476,windproof_jacket
Clear,869,32.0,984.3,64.2,29.1,33.7,1.7,2.1,1704139395,1704093221,hot_summer
Clouds,856,21.5,1000.5,66.4,19.8,24.0,3.2,66.2,1704139019,1704090483,tshirt_shorts
Clouds,863,9.7,1005.0,59.6,8.9,10.6,14.5,82.6,1704134734,1704091223,windproof_jacket
Clear,883,-24.7,983.0,78.3,-25.8,-23.5,15.3,16.8,1704128957,1704089745,extreme_cold_gear
Drizzle,357,23.5,982.3,72.9,20.6,24.8,6.4,76.9,1704132863,1704091588,light_rain_jacket
Clear,835,33.8,983.1,45.1,32.2,34.8,2.9,20.6,1704139246,1704097613,hot_summer
Clear,860,-26.4,1023.0,68.9,-27.4,-25.0,3.6,4.9,1704141248,1704099060,extreme_cold_gear
Rain,597,11.0,1015.1,84.9,8.5,12.8,9.6,24.8,1704135444,1704088876,raincoat_umbrella
Clouds,862,3.5,1013.8,51.5,0.7,5.2,6.7,96.2,1704132237,1704095380,medium_coat_scarf
Snow,601,-4.4,1020.1,86.0,-7.3,-3.5,10.6,57.8,1704133609,1704097818,winter_wet_gear
Clouds,818,0.6,990.4,73.0,-0.7,2.6,3.6,71.4,1704130814,1704093312,medium_coat_scarf
Clouds,834,14.4,983.5,44.6,12.6,15.8,18.2,74.5,1704141730,1704099260,windproof_jacket
Clouds,892,9.3,990.8,76.4,8.2,12.1,5.5,14.6,1704139272,1704094431,medium_coat_scarf
Drizzle,369,-1.2,1017.6,85.4,-2.1,-0.3,5.8,72.5,1704129262,1704091646,winter_wet_gear
Clear,835,37.4,1009.2,48.5,35.0,40.0,7.5,13.9,1704128036,1704094788,hot_summer
Snow,612,0.5,1021.4,62.8,-0.2,3.2,2.4,96.2,1704140285,1704095903,medium_coat_scarf
Clear,854,31.9,1001.8,50.8,29.0,33.0,5.6,29.2,1704130215,1704094170,hot_summer
Clear,817,32.2,1003.8,31.3,30.3,34.4,0.6,4.0,1704128402,1704097446,hot_summer
Clear,872,17.1,1009.9,84.1,15.0,19.1,7.4,5.6,1704125269,1704095840,light_jacket_jeans
Clear,833,29.5,989.6,43.4,27.0,31.3,5.9,24.5,1704129966,1704088868,hot_summer
Clouds,825,29.9,1030.1,69.2,27.4,31.6,9.5,90.3,1704131465,1704091519,tshirt_shorts
Snow,621,-6.5,1038.2,43.3,-9.0,-3.5,4.6,2.0,1704141774,1704093513,warm_winter_coat
Clouds,851,3.9,1008.7,53.5,1.8,6.8,1.5,66.8,1704136100,1704092930,medium_coat_scarf
Clouds,862,10.2,993.1,42.0,9.4,12.2,22.1,88.9,1704136638,1704096275,windproof_jacket
Rain,591,20.1,993.5,82.8,19.5,21.0,3.8,28.0,1704127159,1704093383,light_rain_jacket
Clouds,885,5.1,1025.3,56.0,3.1,8.0,4.7,13.5,1704125585,1704092907,medium_coat_scarf
Clear,894,25.4,1013.6,57.1,24.3,27.4,9.7,7.6,1704124938,1704094446,tshirt_shorts
Drizzle,345,14.9,1004.7,55.7,14.4,17.8,6.9,89.0,1704127533,1704095543,light_jacket_jeans
Rain,526,20.5,1028.6,85.0,18.8,23.4,6.9,23.0,1704142356,1704096652,light_rain_jacket
Snow,665,-23.2,1027.0,45.9,-26.0,-21.5,15.4,72.9,1704125001,1704097308,extreme_cold_gear
Clouds,841,27.5,1033.7,50.6,24.6,28.5,5.7,47.5,1704140846,1704089600,tshirt_shorts
Clear,836,4.5,1025.4,61.0,3.9,5.3,2.7,3.4,1704136088,1704091423,medium_coat_scarf
Snow,645,4.8,1037.0,57.7,3.1,5.8,5.3,83.8,1704136288,1704098407,medium_coat_scarf
Clear,877,27.5,983.2,70.4,25.9,28.8,9.5,17.9,1704134927,1704089775,tshirt_shorts
Clear,880,14.1,1033.6,58.0,12.3,16.3,4.4,15.9,1704126819,1704099076,light_jacket_jeans
Rain,596,13.3,1013.5,86.4,11.6,14.6,13.7,92.3,1704134198,1704092638,raincoat_umbrella
Snow,638,-2.8,1036.9,76.0,-5.6,-1.0,6.5,70.3,1704134119,1704095347,winter_wet_gear
Clouds,801,20.5,1031.6,50.2,18.8,22.4,6.4,91.7,1704134477,1704097796,tshirt_shorts
Clouds,865,11.3,1019.1,49.0,8.5,12.4,13.4,99.2,1704141663,1704097115,windproof_jacket
Clear,899,-22.4,1037.6,34.8,-23.7,-21.1,5.8,12.8,1704136196,1704088897,extreme_cold_gear
Snow,663,-7.5,1012.1,86.1,-8.8,-6.8,11.5,1.4,1704139103,1704098802,winter_wet_gear
Snow,687,-8.4,1025.7,71.7,-10.6,-7.6,2.2,10.2,1704128183,1704094295,warm_winter_coat
Clouds,862,13.0,996.8,50.0,10.1,15.3,21.0,64.3,1704138256,1704093318,windproof_jacket
Clear,818,-27.6,1010.0,50.2,-30.4,-25.0,12.5,25.2,1704128664,1704089311,extreme_cold_gear
Clouds,844,8.6,1009.5,60.3,7.6,11.0,3.6,17.5,1704128514,1704094170,medium_coat_scarf
Rain,581,15.2,1031.6,76.7,14.3,17.0,5.5,12.2,1704128797,1704091761,raincoat_umbrella
Clear,840,39.1,1001.3,53.3,38.5,40.6,4.7,1.6,1704135723,1704089713,hot_summer
Snow,679,-1.0,985.6,65.9,-2.7,1.2,11.8,39.5,1704141114,1704095862,warm_winter_coat
Clouds,888,24.0,1012.9,48.9,22.1,26.9,5.1,53.8,1704140562,1704098544,tshirt_shorts
Clear,802,-8.8,1029.3,67.4,-9.4,-7.7,11.2,21.5,1704136010,1704098902,warm_winter_coat
Rain,524,23.2,1005.3,72.1,21.1,25.7,8.4,41.3,1704127923,1704099448,light_rain_jacket
Clear,801,33.1,1019.8,50.6,31.9,34.8,1.4,25.6,1704130798,1704099335,hot_summer
Clouds,835,11.8,998.0,69.5,10.7,13.8,21.4,60.5,1704134823,1704098478,windproof_jacket
Clear,878,29.8,991.4,61.9,29.1,31.9,5.7,11.0,1704142546,1704090110,hot_summer
Drizzle,337,18.4,1020.3,82.5,16.9,19.2,3.4,99.7,1704140847,1704092230,light_rain_jacket
Clear,807,0.8,984.6,67.9,-1.7,3.4,7.4,19.8,1704137353,1704089249,medium_coat_scarf
Clear,814,32.4,1002.4,66.6,29.8,34.5,2.9,11.5,1704130814,1704095433,hot_summer
Rain,584,15.8,988.5,93.1,14.7,18.8,10.1,52.0,1704128952,1704091683,raincoat_umbrella
Clouds,894,15.0,1017.0,79.7,13.3,17.8,10.6,92.8,1704129790,1704093703,light_jacket_jeans
Snow,694,-14.3,991.6,41.4,-15.4,-12.0,0.6,40.0,1704129129,1704097323,extreme_cold_gear
Clear,897,38.3,1025.3,47.2,35.5,40.1,6.0,3.1,1704130560,1704097725,hot_summer
Rain,545,15.8,998.4,89.7,13.7,17.8,10.3,15.5,1704130126,1704092450,raincoat_umbrella
Drizzle,355,18.3,1018.6,80.3,16.2,20.5,3.2,95.7,1704134936,1704093082,light_rain_jacket
Snow,628,-1.1,1025.1,79.5,-3.4,0.1,6.7,97.8,1704133712,1704090234,winter_wet_gear
Clouds,842,13.3,984.6,63.6,10.5,13.9,12.7,11.9,1704141547,1704089881,windproof_jacket
Drizzle,357,17.1,1007.9,84.7,15.1,17.6,5.9,80.5,1704125726,1704097905,light_jacket_jeans
Rain,516,17.9,999.6,83.0,16.9,19.3,6.5,76.8,1704139679,1704089132,raincoat_umbrella
Clouds,861,27.3,1007.4,57.6,24.8,28.4,3.0,7.1,1704126030,1704096634,tshirt_shorts
Clear,812,34.3,1010.0,42.0,32.0,34.9,0.6,23.8,1704132051,1704089587,hot_summer
Snow,688,-1.6,998.7,85.9,-4.0,0.5,14.7,69.3,1704129433,1704092764,winter_wet_gear
Clouds,850,14.3,1010.3,48.4,12.7,16.0,13.1,56.4,1704134274,1704095168,windproof_jacket
Rain,594,6.1,994.6,79.4,3.4,8.8,4.1,46.0,1704125234,1704096560,raincoat_umbrella
Clouds,849,16.4,1022.2,67.2,14.2,18.6,19.1,76.2,1704133425,1704094713,windproof_jacket
Clouds,851,16.2,1004.2,65.1,13.6,17.6,20.7,66.7,1704130986,1704092002,windproof_jacket
Clouds,807,13.3,1021.6,45.2,11.8,15.7,16.4,42.5,1704137021,1704088860,windproof_jacket
Rain,594,19.5,1025.9,92.4,17.6,21.5,3.2,28.9,1704130176,1704091033,light_rain_jacket
Clear,854,-8.8,994.7,45.6,-11.7,-6.6,5.6,26.5,1704129392,1704097534,warm_winter_coat
Rain,532,10.2,984.6,95.9,8.2,11.5,6.1,3.2,1704139535,1704093590,raincoat_umbrella
Snow,650,-0.3,999.1,83.1,-3.3,0.9,8.5,47.4,1704131484,1704091852,winter_wet_gear
Rain,546,14.4,1009.0,81.1,11.9,15.5,8.9,45.4,1704139044,1704098566,raincoat_umbrella
Drizzle,354,-1.9,1017.3,77.2,-3.7,-1.3,11.2,6.3,1704125721,1704089495,winter_wet_gear
Clear,858,37.0,1031.9,38.8,35.5,38.1,3.1,21.7,1704129913,1704092644,hot_summer
Rain,587,14.3,1008.8,96.3,12.7,15.9,5.8,64.7,1704142559,1704091231,raincoat_umbrella
Clear,843,37.9,1031.9,35.0,35.5,40.0,7.2,13.9,1704132572,1704097473,hot_summer
Snow,658,-23.4,1021.8,30.4,-24.4,-20.6,10.6,92.8,1704139243,1704092700,extreme_cold_gear
Snow,658,2.3,1001.4,55.3,0.4,4.9,6.1,73.0,1704129028,1704089430,medium_coat_scarf
Snow,633,-6.1,1032.4,77.0,-8.4,-5.0,6.0,9.5,1704134061,1704096854,winter_wet_gear
Drizzle,366,11.7,1028.9,61.3,8.7,13.9,3.0,29.7,1704133368,1704090673,light_jacket_jeans
Rain,590,18.6,1030.8,91.2,17.5,20.3,8.9,81.8,1704138476,1704098604,light_rain_jacket
Clouds,830,1.2,1039.4,50.3,-0.8,2.1,2.5,76.8,1704137674,1704093293,medium_coat_scarf
Snow,607,-10.7,984.9,43.6,-13.0,-9.6,9.9,59.1,1704136311,1704090632,extreme_cold_gear
Snow,676,-5.1,1023.5,58.5,-6.9,-2.6,4.9,41.6,1704130576,1704090682,warm_winter_coat
Clouds,879,16.5,985.3,56.3,13.9,18.1,13.0,89.7,1704136394,1704092344,windproof_jacket
Rain,541,19.7,1014.8,72.9,16.7,22.1,5.6,82.0,1704138263,1704091190,light_rain_jacket
Clouds,898,12.8,992.3,58.3,11.7,13.5,13.2,77.3,1704134662,1704095249,windproof_jacket
Snow,612,-2.9,985.7,69.8,-4.9,-0.1,2.5,96.9,1704136556,1704098589,warm_winter_coat
Rain,598,5.3,1021.4,89.3,2.6,7.0,9.2,65.0,1704136151,1704088890,raincoat_umbrella
Clouds,800,20.4,1026.7,61.7,18.8,22.9,0.2,32.8,1704127653,1704089301,tshirt_shorts
Snow,635,-9.3,990.8,84.0,-11.4,-8.1,11.4,19.6,1704134210,1704092296,winter_wet_gear
Clear,843,12.2,1022.8,65.9,11.3,14.9,5.3,15.3,1704137960,1704091963,light_jacket_jeans
Clouds,853,14.4,999.3,48.0,11.4,16.8,24.3,15.2,1704141646,1704093279,windproof_jacket
Clouds,802,25.4,1011.6,51.0,22.9,27.1,2.2,17.0,1704127452,1704094997,tshirt_shorts
Rain,571,27.5,1019.6,77.8,25.6,28.4,2.1,23.2,1704142264,1704099427,light_rain_jacket
Clouds,820,7.8,1002.2,52.2,5.1,9.6,2.2,53.7,1704137037,1704095984,medium_coat_scarf
Clear,810,39.8,1038.2,34.5,37.2,40.9,3.2,26.0,1704136835,1704090645,hot_summer
Clouds,870,11.4,989.7,73.2,8.6,11.9,7.2,53.5,1704126125,1704095740,light_jacket_jeans
Rain,519,19.0,981.0,77.3,17.0,20.5,6.6,48.2,1704135795,1704089530,light_rain_jacket
Clear,870,32.7,1029.6,37.3,31.2,33.7,1.3,1.3,1704134826,1704098296,hot_summer
Clouds,843,17.3,1014.7,65.4,14.9,20.2,23.1,86.6,1704125317,1704089495,windproof_jacket
Drizzle,322,-4.7,1039.8,76.1,-7.6,-1.7,11.1,22.8,1704141470,1704090328,winter_wet_gear
Snow,698,-2.1,1037.1,92.5,-4.6,-1.4,11.2,89.9,1704132989,1704096023,winter_wet_gear
Drizzle,328,-0.8,991.0,96.5,-3.4,1.8,10.5,78.4,1704132159,1704093162,winter_wet_gear
Clear,842,-7.2,1006.4,72.2,-8.0,-6.2,4.0,5.4,1704127145,1704091072,warm_winter_coat
Clear,857,23.3,986.8,40.4,22.2,24.5,2.0,25.3,1704131623,1704099167,tshirt_shorts
Clear,851,35.8,1030.5,54.8,32.9,37.9,2.8,14.1,1704136971,1704090163,hot_summer
Clear,884,28.2,1032.7,38.2,25.4,30.0,3.9,15.8,1704126955,1704094096,hot_summer
Rain,503,16.0,1030.5,88.4,14.5,17.1,3.9,96.1,1704129071,1704089008,raincoat_umbrella
Clear,840,36.6,988.2,47.5,35.8,38.3,3.2,15.2,1704129448,1704097047,hot_summer
Clear,851,14.1,1002.1,80.5,11.7,15.1,8.4,26.9,1704141403,1704095752,light_jacket_jeans
Rain,533,22.7,1032.6,83.0,20.8,23.2,9.9,30.8,1704127749,1704093223,light_rain_jacket
Clouds,806,14.1,1022.2,54.9,11.7,16.4,20.7,17.2,1704141215,1704099573,windproof_jacket
Clouds,831,24.8,1005.1,41.7,23.4,27.8,4.6,77.9,1704135437,1704090752,tshirt_shorts
Clouds,897,13.8,1039.1,84.1,10.8,15.5,2.1,98.0,1704131920,1704099209,light_jacket_jeans
Clouds,848,23.4,1009.9,78.7,22.1,25.5,1.0,42.8,1704137699,1704090215,tshirt_shorts
Drizzle,381,17.8,998.9,55.6,16.6,19.8,11.8,42.9,1704127494,1704089433,light_jacket_jeans
Clear,866,8.6,1010.9,59.4,6.2,11.1,4.0,18.9,1704125243,1704098230,medium_coat_scarf
Drizzle,311,21.7,1022.4,75.1,19.6,23.6,7.9,80.6,1704136254,1704093196,light_rain_jacket
Clear,867,29.8,1009.5,65.4,29.1,31.2,4.4,20.5,1704126120,1704089612,tshirt_shorts
Snow,601,-6.6,1017.8,84.1,-7.8,-4.9,5.9,9.7,1704135733,1704094580,winter_wet_gear
Clear,877,1.7,1038.6,77.6,-0.2,4.1,5.7,13.5,1704128960,1704097410,medium_coat_scarf
Snow,653,-8.3,988.3,84.6,-9.0,-7.1,13.8,76.5,1704132809,1704097946,winter_wet_gear
Clouds,891,4.0,1018.6,63.6,2.9,5.8,8.0,43.8,1704136156,1704095055,medium_coat_scarf
Snow,695,-15.1,1015.8,58.3,-17.1,-12.9,14.0,78.1,1704140025,1704091235,extreme_cold_gear
Drizzle,366,-8.0,1003.6,75.5,-10.1,-5.9,9.5,87.6,1704130841,1704097309,winter_wet_gear
Snow,632,-0.6,996.3,73.3,-2.9,2.4,7.6,24.8,1704139010,1704089638,warm_winter_coat
Clouds,893,25.6,984.4,40.5,25.0,28.2,4.1,40.5,1704130709,1704091065,tshirt_shorts
Rain,582,11.6,1005.2,75.7,8.8,12.4,6.9,48.6,1704131422,1704094403,raincoat_umbrella
Snow,662,-25.2,1016.7,70.0,-26.7,-24.6,9.2,1.3,1704129286,1704097304,extreme_cold_gear
Drizzle,389,14.6,993.8,61.6,14.0,15.8,8.6,10.5,1704134737,1704093074,light_jacket_jeans
Drizzle,308,11.7,1022.8,61.2,10.4,14.1,6.3,1.3,1704137971,1704096045,light_jacket_jeans
Snow,655,6.1,1013.7,68.5,5.2,8.1,5.3,28.9,1704125973,1704089307,medium_coat_scarf
Clouds,882,11.6,1034.3,65.4,10.3,13.4,21.4,96.4,1704127749,1704095623,windproof_jacket
Clear,829,-15.4,1026.3,74.8,-17.6,-13.2,17.7,28.0,1704127935,1704089082,extreme_cold_gear
Rain,580,11.3,1020.5,76.2,10.0,11.9,6.7,13.5,1704128560,1704093929,raincoat_umbrella
Clear,863,29.1,987.8,65.1,26.2,31.8,2.1,26.7,1704136594,1704097542,hot_summer
Snow,647,4.2,991.3,79.7,1.5,5.6,2.0,51.2,1704132458,1704097844,medium_coat_scarf
Drizzle,310,21.5,1027.4,84.9,18.5,23.1,9.1,58.4,1704139531,1704097898,light_rain_jacket
Snow,655,-5.0,1023.5,55.0,-7.2,-3.2,4.4,23.0,1704125123,1704089904,warm_winter_coat
Clear,866,-18.1,1024.2,51.4,-19.1,-15.8,3.6,24.1,1704140206,1704089487,extreme_cold_gear
Rain,505,19.6,1002.1,77.9,18.0,20.9,4.7,83.6,1704129489,1704094861,raincoat_umbrella
Clear,816,31.1,1010.7,30.4,28.2,33.1,5.2,13.4,1704127310,1704098125,hot_summer
Clear,801,10.3,1010.0,84.4,8.4,11.7,8.2,11.5,1704133151,1704092687,light_jacket_jeans
Clear,815,-17.8,1038.6,38.4,-20.0,-17.1,14.2,23.1,1704131194,1704090794,extreme_cold_gear
Snow,603,-8.9,1038.2,54.9,-10.8,-8.0,4.0,3.5,1704128110,1704092248,warm_winter_coat
Clear,880,-9.5,1030.6,48.5,-11.6,-7.0,9.6,21.5,1704134254,1704090180,warm_winter_coat
Clear,890,-24.4,983.0,33.1,-25.5,-23.9,17.9,8.1,1704139467,1704090584,extreme_cold_gear
Clear,827,19.9,1003.4,74.9,18.6,21.9,7.2,15.6,1704135980,1704089804,light_jacket_jeans
Clouds,832,12.8,991.0,53.8,11.7,13.9,13.4,9.7,1704128596,1704091446,windproof_jacket
Clear,864,6.9,1003.3,76.3,4.3,8.1,1.7,23.5,1704128053,1704095121,medium_coat_scarf
Rain,528,11.9,1006.8,98.9,10.4,13.1,4.7,65.6,1704129005,1704091903,raincoat_umbrella
Clouds,839,4.6,1028.2,61.1,3.0,7.3,9.7,73.7,1704127381,1704089808,medium_coat_scarf
Clear,829,40.0,1001.9,31.0,38.1,42.7,6.7,25.2,1704124963,1704098802,hot_summer
Clouds,817,13.4,1037.5,62.4,12.6,16.3,12.5,22.2,1704138567,1704097768,windproof_jacket
Clear,815,33.8,1030.5,69.7,31.3,34.4,5.5,12.4,1704128455,1704090127,hot_summer
Clear,895,35.7,1032.5,30.9,35.0,38.1,3.4,9.0,1704135065,1704095344,hot_summer
Snow,693,-12.4,992.7,57.6,-13.3,-10.8,8.2,19.6,1704139902,1704094717,extreme_cold_gear
Clouds,823,23.2,1005.3,61.6,20.7,23.8,6.9,85.4,1704129035,1704095508,tshirt_shorts
Drizzle,308,27.3,981.2,84.7,25.9,29.0,7.3,67.1,1704134228,1704097526,light_rain_jacket
Snow,668,-18.5,1003.3,61.4,-21.0,-15.5,10.4,88.0,1704125497,1704093257,extreme_cold_gear
Clear,888,-4.9,989.7,46.6,-7.3,-2.6,9.3,13.8,1704139000,1704093467,warm_winter_coat
Rain,597,5.0,1000.0,82.8,3.2,5.7,13.4,25.3,1704130265,1704094541,raincoat_umbrella
Clouds,858,6.5,999.5,70.4,3.9,7.5,3.0,95.6,1704133629,1704094682,medium_coat_scarf
Clouds,884,10.6,1033.1,65.3,9.0,11.8,21.6,58.9,1704135924,1704095097,windproof_jacket
Clear,875,28.8,1025.2,77.1,26.4,29.8,5.3,13.2,1704136216,1704092807,tshirt_shorts
Clouds,869,25.7,1029.9,46.0,24.5,26.2,4.7,1.5,1704137909,1704093289,tshirt_shorts
Drizzle,385,-5.5,1007.5,75.2,-6.8,-3.3,5.7,90.9,1704130677,1704097806,winter_wet_gear
Snow,697,-25.2,1032.2,38.6,-25.7,-22.9,9.1,75.8,1704134664,1704089585,extreme_cold_gear
Snow,639,-1.6,1002.3,97.7,-3.4,-0.5,14.2,79.6,1704129194,1704096866,winter_wet_gear
Rain,556,22.2,1027.4,76.2,20.0,24.0,7.3,47.9,1704132415,1704089437,light_rain_jacket
Snow,659,2.7,1031.8,70.2,0.0,5.3,9.2,22.2,1704137188,1704096731,medium_coat_scarf
Rain,541,16.3,1033.4,89.6,15.5,17.1,3.6,30.6,1704137471,1704096580,raincoat_umbrella
Clear,855,33.4,984.3,53.4,32.3,35.7,5.0,20.5,1704139271,1704097683,hot_summer
Drizzle,366,20.4,985.6,79.3,18.6,22.4,9.7,52.4,1704141466,1704092372,light_rain_jacket
Clouds,812,11.7,981.5,53.6,10.1,12.8,2.8,5.5,1704136656,1704090166,light_jacket_jeans
Rain,506,12.0,984.2,91.2,9.1,12.9,10.3,6.5,1704138617,1704091980,raincoat_umbrella
Clear,873,8.1,1004.4,59.9,5.7,10.0,5.9,14.0,1704129642,1704090755,medium_coat_scarf
Snow,681,-3.4,1026.7,81.8,-4.9,-2.8,3.2,25.2,1704137174,1704095822,winter_wet_gear
Clouds,820,26.1,1026.8,55.7,23.7,27.8,1.2,36.4,1704141131,1704096777,tshirt_shorts
Clear,837,27.2,1001.3,73.4,26.5,29.1,0.1,22.3,1704125117,1704093433,tshirt_shorts
Clear,840,10.5,1008.2,84.3,8.6,11.3,8.1,12.9,1704136061,1704098844,light_jacket_jeans
Clear,862,36.1,1020.6,63.9,34.1,38.3,2.6,17.8,1704132523,1704095013,hot_summer
Snow,606,-6.8,1014.6,84.9,-7.4,-4.6,13.5,52.4,1704137231,1704096208,winter_wet_gear
Clouds,806,12.0,1027.7,44.4,11.3,14.7,23.5,78.6,1704133266,1704095241,windproof_jacket
Rain,529,17.0,980.4,81.9,15.9,19.9,10.6,39.6,1704136573,1704093178,raincoat_umbrella
Clear,869,30.1,1036.3,52.7,27.1,31.2,2.4,24.6,1704132562,1704099273,hot_summer
Snow,671,-26.9,1000.1,44.8,-29.0,-25.9,16.2,1.1,1704125097,1704090914,extreme_cold_gear
Clear,891,33.0,1039.1,50.7,31.8,35.0,0.7,20.0,1704142185,1704089982,hot_summer
Rain,574,7.2,1030.3,93.4,4.4,9.9,4.7,59.6,1704127271,1704089608,raincoat_umbrella
Snow,631,3.7,1010.3,57.3,2.4,6.6,3.3,31.7,1704129512,1704095106,medium_coat_scarf
Clear,889,17.7,1026.8,82.2,16.6,19.0,7.8,22.6,1704125142,1704093967,light_jacket_jeans
Snow,645,-7.1,990.8,83.8,-8.8,-5.9,6.4,14.5,1704128696,1704089791,winter_wet_gear
Snow,605,-9.3,1038.6,67.0,-9.9,-8.0,6.5,45.8,1704135454,1704093446,warm_winter_coat
Clear,890,25.8,985.0,51.5,24.7,26.5,3.7,1.6,1704139432,1704089920,tshirt_shorts
Clouds,858,12.8,982.7,44.0,11.7,14.3,15.4,36.0,1704137982,1704095067,windproof_jacket
Clouds,811,15.3,1038.7,62.4,12.8,16.8,8.0,99.8,1704131221,1704094139,light_jacket_jeans
Snow,678,-5.8,981.3,56.3,-8.5,-5.0,7.0,75.9,1704140116,1704098483,warm_winter_coat
Drizzle,359,23.6,1020.5,93.7,21.4,25.1,7.2,24.9,1704127131,1704098639,light_rain_jacket
Rain,574,18.4,1002.1,87.3,16.9,19.4,4.3,55.0,1704137173,1704089199,raincoat_umbrella
Clear,867,30.6,993.7,37.9,29.1,32.2,3.3,17.5,1704128463,1704094601,hot_summer
Clear,815,27.0,1011.1,79.5,25.2,28.8,4.4,15.7,1704124831,1704088894,tshirt_shorts
Rain,596,19.0,1030.5,92.4,18.2,19.8,8.7,41.1,1704139707,1704095340,light_rain_jacket
Clouds,880,12.7,1030.6,77.9,10.4,15.1,2.1,95.5,1704128563,1704098882,light_jacket_jeans
Clouds,815,7.6,1008.7,64.2,5.0,8.1,3.4,94.6,1704127870,1704097256,medium_coat_scarf
Clear,819,-29.0,1001.5,76.8,-30.4,-27.3,15.2,16.1,1704131972,1704095238,extreme_cold_gear
Clouds,888,12.8,1032.5,61.4,10.0,14.1,17.6,63.2,1704135722,1704098938,windproof_jacket
Clear,895,37.5,994.1,49.1,34.9,39.8,1.0,28.0,1704134165,1704094008,hot_summer
Drizzle,308,14.0,988.0,73.9,13.4,15.9,3.0,14.0,1704135787,1704097374,light_jacket_jeans
Snow,606,9.2,995.5,60.4,8.6,10.4,7.9,71.5,1704132921,1704089803,medium_coat_scarf
Clouds,831,17.9,1009.1,69.1,16.8,19.5,22.0,50.6,1704125449,1704093458,windproof_jacket
Drizzle,310,-0.2,1008.1,90.4,-1.1,1.7,4.4,82.7,1704138991,1704088838,winter_wet_gear
Clear,802,28.0,991.5,62.2,26.3,29.4,0.6,11.6,1704142150,1704092263,hot_summer
Clear,848,5.4,1000.9,72.9,2.7,8.0,2.8,6.1,1704138489,1704090627,medium_coat_scarf
Clear,824,-4.7,1015.9,57.0,-6.4,-3.0,5.2,0.5,1704128623,1704094374,warm_winter_coat
Clouds,831,20.2,1008.5,55.7,18.6,20.8,0.7,42.2,1704138416,1704092705,tshirt_shorts
Drizzle,350,14.7,1014.0,72.6,11.8,17.0,11.1,80.0,1704125474,1704094991,light_jacket_jeans
Rain,540,22.2,985.6,79.8,21.6,23.3,6.4,58.1,1704137164,1704094223,light_rain_jacket
Drizzle,381,-0.2,1028.8,97.4,-1.3,1.5,12.6,59.6,1704134995,1704090339,winter_wet_gear
Clouds,838,8.2,1018.2,55.1,7.5,8.7,5.6,74.4,1704132979,1704096424,medium_coat_scarf
Clouds,825,10.2,991.6,66.7,8.2,12.2,3.0,84.7,1704139715,1704090824,light_jacket_jeans
Clouds,841,22.0,1013.6,65.7,20.8,22.6,8.2,25.5,1704138202,1704092098,tshirt_shorts
